PheCode,Names,Short_names,Category_code,Category,Full_Category
278.1,Obesity,Obesity,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
300.2,Generalized anxiety & phobic disorders,Generalized anxiety & phobic disorders,5,mental disorders,mental disorders
360.3,Hypotony of eye,Hypotony of eye,7,sense organs,diseases of the sense organs
586.1,Anatomical abnormatilies of kidney and ureters,Anatomical abnormatilies of kidney and ureters,11,genitourinary,diseases of the genitourinary system
601.12,Chronic prostatitis,Chronic prostatitis,11,genitourinary,diseases of the genitourinary system
623,Hypertrophy of female genital organs,Hypertrophy of female genital organs,11,genitourinary,diseases of the genitourinary system
627,Menopausal and postmenopausal disorders,Menopausal & postmenopausal disorders,11,genitourinary,diseases of the genitourinary system
727.1,Synovitis and tenosynovitis,Synovitis & tenosynovitis,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
739,Contracture of joint,Contracture of joint,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
752.2,Other specified congenital anomalies of nervous system,Other specified congenital anomalies of nervous system,15,congenital anomalies,congenital anomalies
753,Congenital anomalies of the eye,Congenital anomalies of the eye,15,congenital anomalies,congenital anomalies
255.11,Cushing's syndrome,Cushing's syndrome,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
275.5,Disorders of calcium/phosphorus metabolism,Calcium/phosphorus disorders,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
296.2,Depression,Depression,5,mental disorders,mental disorders
401.1,Essential hypertension,Essential hypertension,8,circulatory system,diseases of the circulatory system
571,Chronic liver disease and cirrhosis,Chronic liver disease and cirrhosis,10,digestive,diseases of the digestive system
759.1,"Anomalies of endocrine glands, congenital",Congenital anomalies of endocrine glands,15,congenital anomalies,congenital anomalies
259.2,Carcinoid syndrome,Carcinoid syndrome,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
362.22,"Macular degeneration, wet","Macular degeneration, wet",7,sense organs,diseases of the sense organs
429.2,Abnormal function study of cardiovascular system,Abnormal function study of cardiovascular system,8,circulatory system,diseases of the circulatory system
593.2,Microscopic hematuria,Microscopic hematuria,11,genitourinary,diseases of the genitourinary system
54,Herpes simplex,Herpes simplex,1,infectious diseases,infectious and parasitic diseases
281,Other deficiency anemia,Pernicious or B12 deficiency anemia,4,hematopoietic,diseases of the blood and blood-forming organs
274,Gout and other crystal arthropathies,Gout and other crystal arthropathies,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
599.1,Urinary obstruction,Urinary obstruction,11,genitourinary,diseases of the genitourinary system
626.13,Irregular menstrual cycle,Irregular menstrual cycle,11,genitourinary,diseases of the genitourinary system
656.26,Transitory tachypnea or apnea of newborn,Transitory tachypnea or apnea of newborn,12,pregnancy complications,"complications of pregnancy, childbirth, and the puerperium"
800.1,Fracture of neck of femur,Fracture of neck of femur,18,injuries & poisonings,injury and poisoning
53,Herpes zoster,Herpes zoster,1,infectious diseases,infectious and parasitic diseases
353,Nerve root and plexus disorders,Nerve root and plexus disorders,6,neurological,diseases of the nervous system
368.7,Disorders of accommodation,Disorders of accommodation,7,sense organs,diseases of the sense organs
420.21,Acute pericarditis,Acute pericarditis,8,circulatory system,diseases of the circulatory system
471,Nasal polyps,Nasal polyps,9,respiratory,diseases of the respiratory system
958.2,Traumatic and surgical subcutaneous emphysema,Traumatic and surgical subcutaneous emphysema,18,injuries & poisonings,injury and poisoning
149,"Cancer of larynx, pharynx, nasal cavities",Cancer of the upper GI tract,2,neoplasms,neoplasms
498,Acute bronchospasm,Acute bronchospasm,9,respiratory,diseases of the respiratory system
722.9,Other and unspecified disc disorder,Other and unspecified disc disorder,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
749.1,Cleft palate,Cleft palate,15,congenital anomalies,congenital anomalies
172.22,Squamous cell carcinoma,Squamous cell carcinoma,2,neoplasms,neoplasms
706,Diseases of sebaceous glands,Diseases of sebaceous glands,13,dermatologic,diseases of the skin and subcutaneous tissue
117.3,Blastomycotic infection,Blastomycotic infection,1,infectious diseases,infectious and parasitic diseases
252.1,Hyperparathyroidism,Hyperparathyroidism,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
272.11,Hypercholesterolemia,Hypercholesterolemia,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
350.5,Abnormal reflex,Abnormal reflex,6,neurological,diseases of the nervous system
695.1,Toxic erythema,Toxic erythema,13,dermatologic,diseases of the skin and subcutaneous tissue
396,Abnormal heart sounds,Abnormal heart sounds,8,circulatory system,diseases of the circulatory system
686.2,Impetigo,Impetigo,13,dermatologic,diseases of the skin and subcutaneous tissue
272.1,Hyperlipidemia,Hyperlipidemia,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
312,Conduct disorders,Conduct disorders,5,mental disorders,mental disorders
596.5,Functional disorders of bladder,Functional disorders of bladder,11,genitourinary,diseases of the genitourinary system
602,Other disorders of prostate,Other disorders of prostate,11,genitourinary,diseases of the genitourinary system
696.2,Parapsoriasis,Parapsoriasis,13,dermatologic,diseases of the skin and subcutaneous tissue
741.4,Joint effusions,Joint effusions,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
227,Benign neoplasm of other endocrine glands and related structures,Benign neoplasm of other endocrine glands,2,neoplasms,neoplasms
255.12,Hyperaldosteronism,Hyperaldosteronism,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
441.2,Chronic vascular insufficiency of intestine,Chronic vascular insufficiency of intestine,8,circulatory system,diseases of the circulatory system
456,Chronic venous insufficiency [CVI],Chronic venous insufficiency,8,circulatory system,diseases of the circulatory system
562.1,Diverticulosis,Diverticulosis,10,digestive,diseases of the digestive system
613.5,Mastodynia,Mastodynia,11,genitourinary,diseases of the genitourinary system
90.3,Venereal diseases due to Chlamydia trachomatis,Venereal diseases due to Chlamydia trachomatis,1,infectious diseases,infectious and parasitic diseases
253.4,Anterior pituitary disorders,Anterior pituitary disorders,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
597.2,Urinary complications NEC,Urinary complications,11,genitourinary,diseases of the genitourinary system
191,Manlignant and unknown neoplasms of brain and nervous system,Malignant neoplasm of brain and nervous system,2,neoplasms,neoplasms
300,"Anxiety, phobic and dissociative disorders","Anxiety, phobic & dissociative disorders",5,mental disorders,mental disorders
427.2,Atrial fibrillation and flutter,Atrial fibrillation & flutter,8,circulatory system,diseases of the circulatory system
495,Asthma,Asthma,9,respiratory,diseases of the respiratory system
728.7,Fasciitis,Fasciitis,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
283,Acquired hemolytic anemias,Acquired hemolytic anemias,4,hematopoietic,diseases of the blood and blood-forming organs
443,Peripheral vascular disease,Peripheral vascular disease,8,circulatory system,diseases of the circulatory system
535.2,Atrophic gastritis,Atrophic gastritis,10,digestive,diseases of the digestive system
255.13,Medulloadrenal hyperfunction,Medulloadrenal hyperfunction,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
530.13,Barrett's esophagus,Barrett's esophagus,10,digestive,diseases of the digestive system
578,Gastrointestinal hemorrhage,Gastrointestinal hemorrhage,10,digestive,diseases of the digestive system
938.2,Chronic dermatitis due to solar radiation,Chronic dermatitis due to sun,18,injuries & poisonings,injury and poisoning
225.1,"Benign neoplasm of brain, cranial nerves, meninges","Benign neoplasm of brain, cranial nerves, meninges",2,neoplasms,neoplasms
250.4,Abnormal glucose,Abnormal glucose,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
452,Other venous embolism and thrombosis,Venous embolism & thrombosis,8,circulatory system,diseases of the circulatory system
613,Other nonmalignant breast conditions,Other nonmalignant breast conditions,11,genitourinary,diseases of the genitourinary system
624.9,"stress incontinence, female","stress incontinence, female",11,genitourinary,diseases of the genitourinary system
735.3,Hallux valgus (Bunion),Hallux valgus (Bunion),14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
217.1,"Nevus, non-neoplastic","Nevus, non-neoplastic",2,neoplasms,neoplasms
372,Disorders of conjunctiva,Disorders of conjunctiva,7,sense organs,diseases of the sense organs
214,Lipoma,Lipoma,2,neoplasms,neoplasms
227.2,Benign neoplasm of parathyroid gland,Benign neoplasm of parathyroid gland,2,neoplasms,neoplasms
324,Other CNS infection and poliomyelitis,CNS infection and poliomyelitis,6,neurological,diseases of the nervous system
446.2,Acute febrile mucocutaneous lymph node syndrome (Kawasaki disease),Kawasaki disease,8,circulatory system,diseases of the circulatory system
454,Varicose veins,Varicose veins,8,circulatory system,diseases of the circulatory system
512.3,Abnormal chest sounds,Abnormal chest sounds,9,respiratory,diseases of the respiratory system
585.31,Renal dialysis,Renal dialysis,11,genitourinary,diseases of the genitourinary system
79.9,"Viremia, NOS","Viremia, NOS",1,infectious diseases,infectious and parasitic diseases
512.8,Cough,Cough,9,respiratory,diseases of the respiratory system
378.1,Strabismus (not specified as paralytic),Strabismus (not specified as paralytic),7,sense organs,diseases of the sense organs
628,Ovarian cyst,Ovarian cyst,11,genitourinary,diseases of the genitourinary system
835,Internal derangement of knee,Internal derangement of knee,18,injuries & poisonings,injury and poisoning
210,"Benign neoplasm of lip, oral cavity, and pharynx","Benign neoplasm of lip, oral cavity, and pharynx",2,neoplasms,neoplasms
715,Other inflammatory spondylopathies,Inflammatory spondylopathies,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
758.1,Chromosomal anomalies,Chromosomal anomalies,15,congenital anomalies,congenital anomalies
276.13,Hyperpotassemia,Hyperpotassemia,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
291.1,Transient mental disorders due to conditions classified elsewhere,Transient mental disorders due to conditions classified elsewhere,5,mental disorders,mental disorders
433.32,Moyamoya disease,Moyamoya disease,8,circulatory system,diseases of the circulatory system
495.1,Chronic obstructive asthma,Chronic obstructive asthma,9,respiratory,diseases of the respiratory system
709.3,Systemic sclerosis,Systemic sclerosis,13,dermatologic,diseases of the skin and subcutaneous tissue
